Périmètre;Nature;Date;Heure;Date - Heure;Consommation (MW);Prévision J-1 (MW);Prévision J (MW);Fioul (MW);Charbon (MW);Gaz (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Taux de CO2 (g/kWh);Ech. comm. Angleterre (MW);Ech. comm. Espagne (MW);Ech. comm. Italie (MW);Ech. comm. Suisse (MW);Ech. comm. Allemagne-Belgique (MW);Fioul - TAC (MW);Fioul - Cogénération (MW);Fioul - Autres (MW);Gaz - TAC (MW);Gaz - Cogénération (MW);Gaz - CCG (MW);Gaz - Autres (MW);Hydraulique - Fil de l'eau + éclusée (MW);Hydraulique - Lacs (MW);Hydraulique - STEP turbinage (MW);Bioénergies - Déchets (MW);Bioénergies - Biomasse (MW);Bioénergies - Biogaz (MW);Stockage batterie (MW);Déstockage batterie (MW);Eolien terrestre (MW);Eolien offshore (MW)
France;Données temps réel;2022-08-29;11:00;2022-08-29T11:00:00+02:00;48843;49500;48800;137;35;4549;23594;2852;6646;2515;-585;716;8384;61;3028;2250;-1398;-321;4721;2;22;113;125;575;3849;0;1781;645;89;136;298;278;ND;ND;ND;ND
France;Données temps réel;2022-08-29;11:45;2022-08-29T11:45:00+02:00;50291;51100;50500;136;35;4504;23516;3002;7669;2839;0;701;7889;57;;;;;;1;22;113;121;570;3813;0;1732;698;409;133;293;278;ND;ND;ND;ND
France;Données temps réel;2022-08-29;13:15;2022-08-29T13:15:00+02:00;51495;52200;51900;135;36;4982;23655;3231;8524;3449;0;711;6772;59;;;;;;0;22;113;139;566;4277;0;2096;534;819;144;293;278;ND;ND;ND;ND
France;Données temps réel;2022-08-29;14:00;2022-08-29T14:00:00+02:00;51347;51400;51500;135;36;5029;23670;2953;8165;3286;0;711;7362;60;3028;1300;-1322;-1062;5083;0;22;113;142;568;4319;0;1987;452;847;139;292;278;ND;ND;ND;ND
France;Données temps réel;2022-08-29;14:30;2022-08-29T14:30:00+02:00;51202;51100;51300;135;36;4970;23669;2712;7772;4293;0;721;6894;59;3028;1300;-1322;-1057;5083;0;22;113;142;570;4258;0;1996;1175;1122;143;296;278;ND;ND;ND;ND
France;Données temps réel;2022-08-29;16:15;2022-08-29T16:15:00+02:00;49885;49400;49650;135;37;4662;23577;2466;6246;3978;-157;717;8224;60;;;;;;0;22;113;127;572;3963;0;1814;1248;916;144;296;278;ND;ND;ND;ND
France;Données temps réel;2022-08-29;17:15;2022-08-29T17:15:00+02:00;48544;48400;48600;134;36;4585;23617;2572;4841;4103;0;715;7941;61;;;;;;0;22;113;124;570;3891;0;2045;1191;867;141;298;278;ND;ND;ND;ND
France;Données temps réel;2022-08-29;18:30;2022-08-29T18:30:00+02:00;49093;48600;48900;134;36;4803;23696;2848;2465;5018;0;718;9375;64;2703;2200;-879;1100;5120;0;22;113;125;569;4109;0;2197;1351;1470;146;294;278;ND;ND;ND;ND
France;Données temps réel;2022-08-29;20:30;2022-08-29T20:30:00+02:00;47132;46700;47000;135;35;5042;23644;3657;254;5181;-1;713;8472;69;2264;2200;-1297;1052;5315;0;22;113;127;575;4340;0;2237;1342;1602;146;293;278;ND;ND;ND;ND
France;Données temps réel;2022-08-29;20:45;2022-08-29T20:45:00+02:00;47157;47050;47350;135;34;4979;23624;3810;222;4985;0;719;8649;68;;;;;;0;22;113;126;576;4277;0;2216;1290;1479;150;293;278;ND;ND;ND;ND
France;Données temps réel;2022-08-29;23:00;2022-08-29T23:00:00+02:00;45237;47500;47800;135;34;4542;23408;5168;0;3615;-441;724;8052;65;2887;2000;-769;743;3563;0;22;113;132;580;3830;0;2099;619;897;153;295;278;ND;ND;ND;ND
France;Données temps réel;2022-08-30;07:15;2022-08-30T07:15:00+02:00;42703;43250;42700;137;32;4867;23615;2813;257;3137;-713;716;7842;74;;;;;;2;22;113;142;585;4140;0;2023;701;413;137;296;280;ND;ND;ND;ND
France;Données temps réel;2022-08-30;07:30;2022-08-30T07:30:00+02:00;43419;44000;43400;137;32;5074;23791;2809;322;3347;-681;711;7877;75;3028;2821;-703;144;2815;2;22;113;149;587;4338;0;2042;863;442;133;295;280;ND;ND;ND;ND
France;Données temps réel;2022-08-30;10:00;2022-08-30T10:00:00+02:00;49991;50000;49900;137;32;4731;23671;1460;4242;3392;0;718;11608;66;2775;2821;-1983;1006;7103;2;22;113;133;619;3979;0;1886;910;596;144;296;280;ND;ND;ND;ND
France;Données temps réel;2022-08-30;11:30;2022-08-30T11:30:00+02:00;51620;51900;51600;136;32;4925;23701;1283;6808;3454;-57;730;10608;64;3028;2100;-1402;1100;6820;1;22;113;127;610;4188;0;1933;926;595;155;295;280;ND;ND;ND;ND
France;Données temps réel;2022-08-30;12:00;2022-08-30T12:00:00+02:00;52746;53100;53100;134;32;5057;23724;1187;7413;3745;0;735;10719;64;3028;2100;-469;800;6647;0;22;113;135;611;4311;0;1953;1034;758;159;297;280;ND;ND;ND;ND
France;Données temps réel;2022-08-30;16:30;2022-08-30T16:30:00+02:00;50462;49900;49800;135;32;4033;23732;1826;6738;3789;0;731;9446;54;3028;1800;-2017;506;6511;0;22;113;138;514;3381;0;2216;638;935;141;307;280;ND;ND;ND;ND
France;Données temps réel;2022-08-30;21:30;2022-08-30T21:30:00+02:00;46327;46700;46500;135;32;4383;23719;3174;199;5498;0;725;8462;63;3028;2300;870;1074;1400;0;22;113;128;526;3729;0;2671;1502;1325;151;298;280;ND;ND;ND;ND
France;Données temps réel;2022-08-30;22:15;2022-08-30T22:15:00+02:00;45093;45500;45300;134;32;3867;23810;3239;0;4518;-1;728;8766;59;;;;;;0;22;113;0;491;3378;0;2342;791;1385;154;295;280;ND;ND;ND;ND
France;Données temps réel;2022-08-30;22:30;2022-08-30T22:30:00+02:00;45645;45600;45400;135;32;4006;23805;3227;0;4206;-1;730;9505;61;3028;2300;581;92;3431;0;22;113;0;517;3491;0;2337;750;1119;154;297;280;ND;ND;ND;ND
France;Données temps réel;2022-08-30;22:45;2022-08-30T22:45:00+02:00;46932;46550;46350;135;32;4643;23731;3309;0;4297;-41;721;10105;67;;;;;;0;22;113;0;517;4127;0;2325;615;1357;148;295;280;ND;ND;ND;ND
France;Données temps réel;2022-08-31;00:00;2022-08-31T00:00:00+02:00;43630;43600;43800;135;32;4319;23325;3372;0;3423;-479;731;8772;67;3028;2900;-2430;-2091;6455;0;22;113;0;562;3758;0;2158;556;709;152;296;280;ND;ND;ND;ND
France;Données temps réel;2022-08-31;01:00;2022-08-31T01:00:00+02:00;39660;39300;39800;137;24;4531;22779;3213;0;2527;-1233;732;6950;74;3028;2900;-2217;-1852;5115;1;23;113;0;547;3985;0;1851;671;5;156;296;280;ND;ND;ND;ND
France;Données temps réel;2022-08-31;03:45;2022-08-31T03:45:00+02:00;36165;36250;36250;136;24;4098;22969;2655;0;2158;-2596;711;6010;74;;;;;;0;23;113;0;542;3557;0;1982;171;5;137;296;280;ND;ND;ND;ND
France;Données temps réel;2022-08-31;04:45;2022-08-31T04:45:00+02:00;36034;36450;36250;136;24;4485;23207;2462;0;2132;-2579;711;5456;78;;;;;;0;23;113;0;546;3940;0;1968;159;5;136;296;280;ND;ND;ND;ND
France;Données temps réel;2022-08-31;05:00;2022-08-31T05:00:00+02:00;36369;36900;36600;138;24;4535;23278;2495;0;2173;-2572;715;5583;78;3028;3100;-2291;-2121;3441;2;23;113;0;546;3991;0;1949;219;5;137;296;280;ND;ND;ND;ND
France;Données temps réel;2022-08-31;06:45;2022-08-31T06:45:00+02:00;41662;42550;41600;138;24;4707;23956;2122;194;3380;-374;710;6805;72;;;;;;2;23;113;0;591;4117;0;2082;514;784;129;295;280;ND;ND;ND;ND
France;Données temps réel;2022-08-31;07:15;2022-08-31T07:15:00+02:00;42862;44100;42850;138;24;4651;23814;2231;268;3553;-60;712;7531;70;;;;;;2;23;113;0;592;4060;0;1952;798;803;139;297;280;ND;ND;ND;ND
France;Données temps réel;2022-08-31;07:30;2022-08-31T07:30:00+02:00;43436;44900;43400;138;24;4648;23866;2244;352;3737;-58;719;7766;70;3028;2590;-1146;202;3456;2;23;113;0;587;4062;0;1960;808;969;139;299;280;ND;ND;ND;ND
France;Données temps réel;2022-08-31;09:45;2022-08-31T09:45:00+02:00;48831;51750;48800;137;24;4398;23903;1664;3670;3411;0;731;10893;63;;;;;;1;23;113;0;579;3820;0;2018;834;577;136;301;280;ND;ND;ND;ND
France;Données temps réel;2022-08-31;10:15;2022-08-31T10:15:00+02:00;49209;51900;49400;138;24;4226;23923;1496;4582;3609;-157;720;10648;60;;;;;;2;23;113;0;577;3650;0;2000;921;688;139;299;280;ND;ND;ND;ND
France;Données temps réel;2022-08-31;11:30;2022-08-31T11:30:00+02:00;50509;52100;50500;137;24;4125;23818;1709;6455;3245;-295;713;10578;56;3028;2200;682;175;5033;1;23;113;0;557;3570;0;1927;948;370;131;300;280;ND;ND;ND;ND
France;Données temps réel;2022-08-31;13:15;2022-08-31T13:15:00+02:00;51653;52800;51450;136;24;3845;23787;2239;8031;2969;-329;717;10234;52;;;;;;0;23;113;0;551;3296;0;1920;862;187;137;296;280;ND;ND;ND;ND
France;Données temps réel;2022-08-31;14:30;2022-08-31T14:30:00+02:00;50777;51900;50700;136;24;3858;23774;2127;7836;2983;-833;709;10163;53;3028;2050;-261;354;5515;0;23;113;0;587;3273;0;2117;585;281;129;298;280;ND;ND;ND;ND
France;Données temps réel;2022-08-31;16:00;2022-08-31T16:00:00+02:00;49386;50200;49300;135;24;4025;23708;2287;6776;3214;-478;693;9002;54;3028;2050;-1228;-389;6067;0;23;113;0;586;3440;0;2168;768;278;127;294;280;ND;ND;ND;ND
France;Données temps réel;2022-08-31;16:15;2022-08-31T16:15:00+02:00;49158;49950;49050;136;24;3963;23796;2348;6613;3257;-478;701;8798;54;;;;;;0;23;113;132;587;3244;0;2207;694;356;122;292;280;ND;ND;ND;ND
France;Données temps réel;2022-08-31;16:30;2022-08-31T16:30:00+02:00;48827;49700;48800;135;24;4046;23834;2412;6277;3334;-479;703;8541;55;3028;2050;-1228;-389;6067;0;23;113;130;587;3329;0;2178;694;462;122;297;280;ND;ND;ND;ND
France;Données temps réel;2022-08-31;17:30;2022-08-31T17:30:00+02:00;48036;48700;48000;135;24;4315;23240;2726;4289;3451;0;703;9153;60;3028;2000;-805;-48;4788;0;23;113;135;586;3594;0;2407;675;369;123;295;280;ND;ND;ND;ND
France;Données temps réel;2022-08-31;19:00;2022-08-31T19:00:00+02:00;49980;50200;49500;136;25;4513;23689;3053;1564;5138;0;703;11159;62;3028;2000;-2185;669;7183;0;23;113;133;588;3792;0;2544;1191;1403;131;294;280;ND;ND;ND;ND
France;Données temps réel;2022-08-31;19:45;2022-08-31T19:45:00+02:00;48955;48800;48200;136;26;4752;23811;3061;566;5485;0;706;10412;65;;;;;;0;23;113;137;592;4023;0;2526;1218;1741;131;293;280;ND;ND;ND;ND
France;Données temps réel;2022-08-31;20:30;2022-08-31T20:30:00+02:00;47040;47300;46800;136;26;4773;23776;2841;237;4794;0;693;9764;68;3028;2000;-1697;877;6055;0;23;113;134;594;4045;0;2403;1022;1369;125;292;280;ND;ND;ND;ND
France;Données temps réel;2022-08-31;23:45;2022-08-31T23:45:00+02:00;44425;45050;44850;136;27;4342;23197;3671;0;2471;-793;705;10669;69;;;;;;0;23;113;127;566;3649;0;1996;254;221;133;294;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;00:00;2022-09-01T00:00:00+02:00;43306;44000;43500;135;27;4135;22898;3588;0;2503;-812;701;10131;68;3028;2821;-2556;-211;5786;0;23;113;123;567;3445;0;1978;342;183;134;292;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;01:15;2022-09-01T01:15:00+02:00;39632;40100;39750;137;26;4170;22963;3494;0;2675;-1591;712;7046;69;;;;;;1;23;113;0;569;3603;0;1850;761;64;130;301;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;02:15;2022-09-01T02:15:00+02:00;38891;39150;39000;137;25;4127;22875;3532;0;2302;-2114;710;7297;71;;;;;;1;23;113;0;572;3556;0;1921;376;5;131;301;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;03:00;2022-09-01T03:00:00+02:00;36882;37300;37100;137;25;3787;22194;3522;0;2274;-2325;708;6560;69;3028;2821;-3071;-1897;4581;1;23;113;0;573;3216;0;1993;276;5;126;303;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;04:15;2022-09-01T04:15:00+02:00;36041;36250;35950;138;25;4200;22893;3336;0;2288;-2371;716;4816;73;;;;;;2;23;113;0;575;3626;0;2023;259;6;131;300;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;05:00;2022-09-01T05:00:00+02:00;36352;36700;36400;137;25;4559;22914;3047;0;2182;-1796;707;4577;76;3028;2960;-3071;-976;3304;1;23;113;0;574;3987;0;1973;203;6;133;302;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;05:30;2022-09-01T05:30:00+02:00;37101;38200;37400;137;25;4672;23078;2886;0;2182;-1916;706;5331;78;3028;2960;-3071;-976;3076;1;23;113;0;574;4100;0;2013;160;9;124;301;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;08:30;2022-09-01T08:30:00+02:00;46269;47200;46100;137;25;4919;24132;2213;1346;4358;0;691;8448;68;3028;2497;-2566;914;5213;1;23;113;0;621;4300;0;2206;1048;1104;115;300;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;09:45;2022-09-01T09:45:00+02:00;49046;49450;48700;138;25;4999;24092;1440;4046;4096;0;671;9539;66;;;;;;2;23;113;0;614;4387;0;2105;974;1017;110;286;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;10:15;2022-09-01T10:15:00+02:00;49399;49950;49450;138;25;4913;24169;1338;5066;3796;0;676;9278;64;;;;;;2;23;113;0;623;4291;0;2030;807;959;111;285;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;10:30;2022-09-01T10:30:00+02:00;49794;50100;49800;138;25;4899;24092;1348;5433;3708;0;674;9477;64;2676;2497;-2234;397;6075;2;23;113;31;618;4250;0;2013;786;909;116;288;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;10:45;2022-09-01T10:45:00+02:00;50086;50350;50100;138;25;5023;24102;1231;5904;3541;0;681;9441;65;;;;;;2;23;113;135;617;4271;0;1997;758;786;116;286;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;11:30;2022-09-01T11:30:00+02:00;50733;51600;50700;138;25;4904;23707;1229;7181;2795;-217;692;10279;64;3028;2497;-2234;406;7071;2;23;113;124;614;4166;0;1955;583;257;118;284;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;12:00;2022-09-01T12:00:00+02:00;51713;53200;52200;138;24;4945;23796;1241;7889;2896;-223;692;10315;63;3028;2543;-2031;634;6980;2;23;113;126;613;4206;0;2028;427;441;117;287;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;12:15;2022-09-01T12:15:00+02:00;51809;52850;51800;138;24;4682;23934;1323;8279;2811;-222;693;10147;60;;;;;;2;23;113;130;613;3939;0;2062;335;414;116;286;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;15:45;2022-09-01T15:45:00+02:00;49436;50100;49600;137;24;4962;23335;1315;7588;2480;-695;716;9574;66;;;;;;1;23;113;143;607;4212;0;2196;279;5;134;300;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;16:00;2022-09-01T16:00:00+02:00;49619;49800;49300;137;24;4949;23216;1287;7428;2536;-536;708;9870;66;2886;2450;-2486;289;6506;1;23;113;140;605;4204;0;2131;338;67;132;299;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;16:15;2022-09-01T16:15:00+02:00;49335;49500;49000;137;24;4612;23076;1263;7404;2888;-368;729;9570;62;;;;;;1;23;113;127;603;3882;0;2207;414;267;149;300;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;16:30;2022-09-01T16:30:00+02:00;48834;49200;48700;137;24;4580;23602;1205;6726;2897;-367;734;9296;62;2886;2450;-2486;288;6487;1;23;113;128;605;3847;0;2211;433;253;149;302;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;17:00;2022-09-01T17:00:00+02:00;48272;48900;48400;137;24;4598;23588;1211;5880;3049;-209;722;9272;63;3028;2400;-2486;778;5489;1;23;113;127;601;3870;0;2274;554;221;150;296;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;18:00;2022-09-01T18:00:00+02:00;48456;49200;48700;137;24;4993;23768;1220;3958;4189;0;722;9445;67;3028;2400;-2118;1049;5759;1;23;113;134;606;4253;0;2539;937;713;153;297;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;20:15;2022-09-01T20:15:00+02:00;47418;48100;47600;138;24;5016;23866;1889;336;5956;0;721;9472;70;;;;;;2;23;113;127;605;4284;0;2711;1550;1695;146;299;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;20:45;2022-09-01T20:45:00+02:00;47108;47800;47300;137;24;5015;23757;2208;262;5436;0;734;9535;70;;;;;;1;23;113;117;608;4290;0;2710;1329;1397;150;306;280;ND;ND;ND;ND
France;Données temps réel;2022-09-01;23:45;2022-09-01T23:45:00+02:00;44135;45050;44800;138;24;4543;22416;3361;0;2258;-529;729;11195;74;;;;;;2;23;113;0;616;3929;0;2070;113;75;153;303;280;ND;ND;ND;ND
France;Données temps réel;2022-09-02;01:00;2022-09-02T01:00:00+02:00;38664;39500;38900;138;24;4459;22261;2853;0;2171;-1901;733;7926;78;3028;2800;-2429;-2234;6880;2;23;113;0;637;3824;0;1802;362;7;153;298;280;ND;ND;ND;ND
France;Données temps réel;2022-09-02;02:45;2022-09-02T02:45:00+02:00;37330;37500;37400;138;24;4687;22102;2365;0;2562;-2115;740;6827;82;;;;;;2;23;113;0;662;4027;0;1924;633;5;168;300;280;ND;ND;ND;ND
France;Données temps réel;2022-09-02;04:45;2022-09-02T04:45:00+02:00;35835;36450;36100;138;24;4761;22485;2091;0;2169;-2689;752;6104;85;;;;;;2;23;113;0;665;4097;0;2046;118;5;169;300;280;ND;ND;ND;ND
France;Données temps réel;2022-09-02;05:15;2022-09-02T05:15:00+02:00;36913;37400;36850;138;24;4881;22536;2131;0;2173;-2608;741;6897;86;;;;;;2;23;113;0;664;4218;0;2067;101;5;156;300;280;ND;ND;ND;ND
France;Données temps réel;2022-09-02;06:15;2022-09-02T06:15:00+02:00;40104;40350;40000;138;24;4923;22621;2040;0;2260;-1970;736;9332;84;;;;;;2;23;113;0;664;4260;0;2298;0;5;151;300;280;ND;ND;ND;ND
France;Données temps réel;2022-09-02;08:00;2022-09-02T08:00:00+02:00;45651;45500;45800;138;24;5048;22597;2202;573;3695;0;732;10642;76;3022;2497;-409;1100;4373;2;23;113;0;631;4418;0;2074;663;958;148;303;280;ND;ND;ND;ND
France;Données temps réel;2022-09-02;09:00;2022-09-02T09:00:00+02:00;47965;47600;48000;138;25;5244;22705;1636;1872;4255;0;725;11365;75;3003;2497;-625;1100;5286;2;23;113;103;628;4513;0;2236;919;1100;143;302;280;ND;ND;ND;ND
France;Données temps réel;2022-09-02;10:15;2022-09-02T10:15:00+02:00;49541;49250;49350;138;25;5261;22558;1326;4111;3253;-499;719;12649;74;;;;;;2;23;113;294;624;4343;0;2061;683;509;144;298;280;ND;ND;ND;ND
France;Données temps réel;2022-09-02;10:30;2022-09-02T10:30:00+02:00;49538;49500;49500;137;25;5319;22537;1279;4315;3239;-498;721;12464;75;3028;2497;-1198;1080;7079;1;23;113;293;622;4404;0;2069;668;502;144;300;280;ND;ND;ND;ND
France;Données temps réel;2022-09-02;11:15;2022-09-02T11:15:00+02:00;49894;50350;49750;138;24;5279;22476;1248;5298;3529;-81;720;11263;71;;;;;;2;23;113;295;622;4362;0;2103;951;475;141;297;280;ND;ND;ND;ND
France;Données temps réel;2022-09-02;13:15;2022-09-02T13:15:00+02:00;50462;51950;51050;138;24;4890;22381;1415;6722;2860;-213;722;11523;66;;;;;;2;23;113;262;610;4018;0;1979;476;405;146;298;280;ND;ND;ND;ND
France;Données temps réel;2022-09-02;13:45;2022-09-02T13:45:00+02:00;50170;50750;50000;138;24;4643;22296;1462;6928;2373;-278;685;11899;64;;;;;;2;23;113;252;610;3781;0;1897;383;87;146;301;280;ND;ND;ND;ND
France;Données temps réel;2022-09-02;14:30;2022-09-02T14:30:00+02:00;49278;50700;49800;137;24;4727;22470;1384;6673;2364;-577;730;11346;66;3028;2346;-1000;1080;6307;1;23;113;268;609;3850;0;1904;382;78;147;299;280;ND;ND;ND;ND
France;Données temps réel;2022-09-02;15:30;2022-09-02T15:30:00+02:00;48234;48900;48200;137;24;5065;22711;1411;6035;2490;-1167;736;10792;71;3027;2346;-2052;321;7206;1;23;113;291;555;4219;0;2014;337;139;151;301;280;ND;ND;ND;ND
France;Données temps réel;2022-09-02;17:30;2022-09-02T17:30:00+02:00;45990;47200;46000;137;24;4791;22641;1629;3860;2793;-573;730;9958;71;3028;2346;-1237;313;5665;1;23;113;264;607;3920;0;2118;383;292;149;302;280;ND;ND;ND;ND
France;Données temps réel;2022-08-07;17:00;2022-08-07T17:00:00+02:00;38068;37400;38300;131;24;1656;23453;4708;8070;2383;-1384;711;-1684;30;-1628;2450;-1130;-3000;2324;0;20;113;0;496;1162;0;1868;495;20;133;308;275;ND;ND;ND;ND
France;Données temps réel;2022-08-07;17:45;2022-08-07T17:45:00+02:00;38567;38250;39100;131;24;2060;24378;5086;6534;2688;-854;717;-2197;33;;;;;;0;20;113;0;497;1564;0;1915;753;20;135;304;275;ND;ND;ND;ND
France;Données temps réel;2022-08-07;19:45;2022-08-07T19:45:00+02:00;40457;41000;41700;131;24;2853;26149;5908;1490;4420;-397;716;-837;41;;;;;;0;20;113;0;559;2295;0;2489;1182;749;136;305;275;ND;ND;ND;ND
France;Données temps réel;2022-08-07;20:15;2022-08-07T20:15:00+02:00;40289;40650;41300;131;24;2877;26238;5795;707;4608;0;715;-806;42;;;;;;0;20;113;0;560;2319;0;2487;1241;880;136;304;275;ND;ND;ND;ND
France;Données temps réel;2022-08-07;22:15;2022-08-07T22:15:00+02:00;40341;40800;41150;131;24;3392;26020;6652;0;4513;0;711;-1102;46;;;;;;0;20;113;0;577;2817;0;2410;1211;892;134;305;275;ND;ND;ND;ND
France;Données temps réel;2022-08-08;00:00;2022-08-08T00:00:00+02:00;39318;40000;39500;132;24;3007;25530;6776;0;3504;0;724;-379;45;1962;2750;-1091;-1688;-2136;0;20;113;0;574;2435;0;2294;846;364;136;306;275;ND;ND;ND;ND
France;Données temps réel;2022-08-08;12:30;2022-08-08T12:30:00+02:00;47612;47800;47000;132;23;2716;26258;3857;10219;2418;-1197;704;2482;36;1692;2590;-1062;-2575;1776;0;20;113;0;505;2212;0;1851;547;20;124;308;275;ND;ND;ND;ND
France;Données temps réel;2022-08-08;16:15;2022-08-08T16:15:00+02:00;45257;46150;45250;133;23;2699;26151;4127;9228;2417;-661;715;425;37;;;;;;0;20;113;0;524;2177;0;1895;502;20;129;312;275;ND;ND;ND;ND
France;Données temps réel;2022-08-09;10:15;2022-08-09T10:15:00+02:00;45082;44800;45150;137;23;3724;26577;2829;6784;3308;0;693;1007;47;;;;;;2;22;113;0;533;3192;0;2078;924;306;107;313;275;ND;ND;ND;ND
France;Données temps réel;2022-08-09;11:15;2022-08-09T11:15:00+02:00;46372;46200;46350;137;23;3396;26535;3682;8688;2936;-1481;694;1762;43;;;;;;2;22;113;0;547;2850;0;2052;824;60;107;311;275;ND;ND;ND;ND
France;Données temps réel;2022-08-09;12:00;2022-08-09T12:00:00+02:00;47688;48100;48200;137;23;2737;26470;4051;9584;2794;-1442;687;2647;37;835;1900;-1183;-2554;4590;2;22;113;0;540;2198;0;2001;772;21;110;309;275;ND;ND;ND;ND
France;Données temps réel;2022-08-09;12:45;2022-08-09T12:45:00+02:00;48820;48550;48500;137;23;3094;26524;3984;9998;2486;-1457;700;3331;40;;;;;;2;22;113;0;539;2556;0;1950;516;20;111;314;275;ND;ND;ND;ND
France;Données temps réel;2022-08-09;14:45;2022-08-09T14:45:00+02:00;47177;47450;47300;137;23;2929;26551;3948;10077;2348;-1850;699;2315;39;;;;;;2;22;113;0;511;2419;0;1847;481;20;124;303;275;ND;ND;ND;ND
France;Données temps réel;2022-08-09;15:45;2022-08-09T15:45:00+02:00;46345;46600;46350;137;23;3645;26518;4064;9316;2332;-1919;702;1527;46;;;;;;2;22;113;0;510;3136;0;1925;387;20;125;311;275;ND;ND;ND;ND
France;Données temps réel;2022-08-09;16:00;2022-08-09T16:00:00+02:00;45907;46300;46000;136;23;3724;26482;3949;9008;2375;-1564;692;1082;46;1536;2000;-1223;-2989;1325;1;22;113;0;549;3176;0;1892;463;20;125;304;275;ND;ND;ND;ND
France;Données temps réel;2022-08-09;16:15;2022-08-09T16:15:00+02:00;46035;46050;45950;137;23;3677;26567;4015;8823;2487;-1118;697;727;45;;;;;;2;22;113;0;544;3134;0;1914;551;22;126;304;275;ND;ND;ND;ND
France;Données temps réel;2022-08-09;23:45;2022-08-09T23:45:00+02:00;42899;43250;42950;136;23;3472;26586;6956;0;4120;-162;697;1071;47;;;;;;1;22;113;0;540;2933;0;2239;1225;656;111;312;275;ND;ND;ND;ND
France;Données temps réel;2022-08-10;03:45;2022-08-10T03:45:00+02:00;34176;34700;34300;137;23;3398;26750;5982;0;2166;-2178;710;-2812;52;;;;;;2;22;113;0;543;2856;0;1915;234;17;125;308;275;ND;ND;ND;ND
France;Données temps réel;2022-08-10;04:00;2022-08-10T04:00:00+02:00;33874;34500;34100;137;23;3318;26678;5896;0;2127;-2186;703;-2822;52;1687;2500;-1139;-2359;-3212;2;22;113;0;541;2778;0;1886;224;17;124;304;275;ND;ND;ND;ND
France;Données temps réel;2022-08-10;04:15;2022-08-10T04:15:00+02:00;33898;34350;34000;137;23;3361;26759;5760;0;2091;-2278;706;-2661;52;;;;;;2;22;113;0;543;2819;0;1857;217;17;127;306;275;ND;ND;ND;ND
France;Données temps réel;2022-08-10;05:30;2022-08-10T05:30:00+02:00;34516;35200;34700;137;23;3435;26788;5190;0;2261;-1587;716;-2447;53;1531;2500;-1139;-2292;-3282;2;22;113;0;545;2891;0;1855;389;17;132;309;275;ND;ND;ND;ND
France;Données temps réel;2022-08-10;06:45;2022-08-10T06:45:00+02:00;36721;37150;36750;137;24;3272;26723;4909;246;3598;-244;716;-2660;48;;;;;;2;22;113;0;548;2725;0;2141;1137;320;130;310;275;ND;ND;ND;ND
France;Données temps réel;2022-08-10;07:30;2022-08-10T07:30:00+02:00;38421;39000;38400;137;24;3092;26765;4638;604;3859;-57;713;-1354;46;1432;2300;-1330;168;-3735;2;22;113;0;546;2547;0;2313;1067;479;130;310;275;ND;ND;ND;ND
France;Données temps réel;2022-08-10;09:00;2022-08-10T09:00:00+02:00;42735;43500;42800;137;24;3924;26947;2543;3563;4409;0;718;470;51;-629;2300;-1305;-635;719;2;22;113;0;537;3389;0;2249;1066;1094;117;323;275;ND;ND;ND;ND
